filepath,label,subject,source,media_type
data/raw/leapgestrecog/00/01_palm/frame_00_01_0034.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0035.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0036.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0037.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0038.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0039.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0040.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0041.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0042.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0043.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0044.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0045.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0046.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0047.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0048.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0049.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0050.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0051.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0052.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0053.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0054.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0055.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0056.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0057.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0058.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0059.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0060.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0061.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0062.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0063.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0064.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0065.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0066.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0067.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0068.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0069.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0070.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0071.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0072.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0073.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0074.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0075.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0076.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0077.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0078.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0079.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0080.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0081.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0082.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0083.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0084.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0085.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0086.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0087.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0088.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0089.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0090.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0091.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0092.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0093.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0094.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0095.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0096.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0097.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0098.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0099.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0100.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0101.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0102.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0103.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0104.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0105.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0106.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0107.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0108.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0109.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0110.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0111.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0112.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0113.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0114.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0115.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0116.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0117.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0118.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0119.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0120.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0121.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0122.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0123.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0124.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0125.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0126.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0127.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0128.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0129.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0130.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0131.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0132.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0133.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0134.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0135.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0136.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0137.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0138.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0139.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0140.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0141.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0142.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0143.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0144.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0145.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0146.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0147.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0148.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0149.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0150.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0151.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0152.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0153.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0154.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0155.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0156.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0157.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0158.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0159.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0160.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0161.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0162.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0163.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0164.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0165.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0166.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0167.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0168.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0169.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0170.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0171.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0172.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0173.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0174.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0175.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0176.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0177.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0178.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0179.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0180.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0181.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0182.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0183.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0184.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0185.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0186.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0187.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0188.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0189.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0190.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0191.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0192.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0193.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0194.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0195.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0196.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0197.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0198.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0199.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/01_palm/frame_00_01_0200.png,palm,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0001.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0002.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0003.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0004.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0005.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0006.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0007.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0008.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0009.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0010.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0011.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0012.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0013.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0014.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0015.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0016.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0017.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0018.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0019.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0020.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0021.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0022.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0023.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0024.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0025.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0026.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0027.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0028.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0029.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0030.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0031.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0032.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0033.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0034.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0035.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0036.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0037.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0038.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0039.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0040.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0041.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0042.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0043.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0044.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0045.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0046.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0047.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0048.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0049.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0050.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0051.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0052.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0053.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0054.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0055.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0056.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0057.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0058.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0059.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0060.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0061.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0062.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0063.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0064.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0065.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0066.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0067.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0068.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0069.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0070.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0071.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0072.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0073.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0074.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0075.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0076.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0077.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0078.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0079.png,l,leap_00,leapgestrecog,image
data/raw/leapgestrecog/00/02_l/frame_00_02_0080.png,l,leap_00,leapgestrecog,image
