filepath,label,subject,source,media_type,split
data/raw/rgb_webcam/down/IMG_4844.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4845.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4846.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4847.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4848.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4849.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4850.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4851.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4852.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4853.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4854.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4855.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4856.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4857.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4858.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4859.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4860.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4861.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4862.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4863.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4864.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4865.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4866.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4867.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4868.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4869.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4870.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4871.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4872.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4873.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4874.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4875.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4876.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4877.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4878.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4879.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4880.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4881.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4882.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4883.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4884.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4885.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4886.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4887.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4888.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4889.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4890.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4891.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4892.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4893.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4894.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4895.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4896.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4897.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4898.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4899.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4900.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4901.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4902.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4903.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4904.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4905.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4906.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4907.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4908.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4909.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4910.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4911.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4912.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4913.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4914.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4915.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4916.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4917.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4918.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4919.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4920.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4921.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4922.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4923.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4924.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4925.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4926.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4927.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4928.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4929.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4930.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4931.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4932.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4933.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4934.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4935.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4936.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4937.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4938.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4939.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4940.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4941.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4942.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4943.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4944.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4945.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4946.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4947.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4948.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4949.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4950.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4951.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4952.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4953.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4954.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4955.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4956.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4957.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4958.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4959.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4960.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4961.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4962.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4963.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4964.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4965.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4966.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4967.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4968.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4969.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4970.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4971.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4972.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4973.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4974.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4975.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4976.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4977.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4978.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4979.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4980.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4981.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4982.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4983.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4984.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4985.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4986.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4987.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4988.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4989.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4990.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4991.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4992.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4993.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4994.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_4995.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4996.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4997.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_4998.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_4999.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5001.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5002.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5003.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5004.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5005.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5006.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5007.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5008.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5009.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5010.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5011.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5012.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5013.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5014.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5015.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5016.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5017.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5018.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5019.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5020.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5021.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5022.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5023.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5024.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5025.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5026.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5027.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5028.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5029.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5030.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5031.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5032.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5033.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5034.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5035.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5036.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5037.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5038.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5039.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5040.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5041.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5042.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5043.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5044.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5045.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5046.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5047.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5048.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5049.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5050.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5051.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5052.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5053.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5054.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5055.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5056.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5057.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5058.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5059.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5060.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5061.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5062.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5063.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5064.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5065.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5066.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5067.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5068.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5069.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5070.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5071.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5072.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5073.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5074.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5075.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5076.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5077.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5078.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5079.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5080.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5081.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5082.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5083.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5084.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5085.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5086.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5087.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5088.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5089.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5090.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5091.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5092.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5093.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5094.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5095.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5096.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5097.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5098.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5099.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5100.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5101.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5102.JPG,down,team_rgb,rgb_webcam,image,test
data/raw/rgb_webcam/down/IMG_5103.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5104.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5105.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5106.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5107.JPG,down,team_rgb,rgb_webcam,image,val
data/raw/rgb_webcam/down/IMG_5108.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5109.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5110.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5111.JPG,down,team_rgb,rgb_webcam,image,train
data/raw/rgb_webcam/down/IMG_5112.JPG,down,team_rgb,rgb_webcam,image,train
